Latitude (decimal degrees): 39.470
Longitude (decimal degrees): -0.370
Elevation (m): 23.0
month,year
1,2006
2,2015
3,2020
4,2018
5,2005
6,2009
7,2011
8,2020
9,2011
10,2013
11,2008
12,2008
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20060113:0100,4.32,99.7,0.0,-0.0,0.0,273.85,2.0,303.0,102450.0
20060113:0200,4.58,98.9,0.0,-0.0,0.0,278.6,2.07,307.0,102410.0
20060113:0300,4.5,98.65,0.0,-0.0,0.0,269.35,2.14,307.0,102420.0
20060113:0400,4.43,98.7,0.0,-0.0,0.0,275.15,2.28,305.0,102360.0
20060113:0500,4.35,98.55,0.0,-0.0,0.0,275.55,2.41,301.0,102350.0
20060113:0600,4.24,98.55,0.0,-0.0,0.0,280.95,2.41,298.0,102400.0
20060113:0700,4.35,96.2,0.0,-0.0,0.0,264.75,2.07,298.0,102410.0
20060113:0800,4.41,95.8,72.0,180.92,49.0,265.3,2.0,296.0,102460.0
20060113:0900,6.28,89.7,243.0,623.77,71.0,272.65,1.66,296.0,102490.0
20060113:1000,8.61,81.55,328.0,472.16,144.0,263.4,1.38,301.0,102510.0
20060113:1100,10.18,75.75,463.0,834.74,78.0,266.3,1.03,313.0,102490.0
20060113:1200,11.2,69.1,474.0,753.94,108.0,285.55,0.48,315.0,102430.0
20060113:1300,11.68,64.4,416.0,581.69,148.0,288.85,0.48,78.0,102331.0
20060113:1400,11.94,62.4,383.0,833.46,59.0,269.75,1.45,99.0,102340.0
20060113:1500,11.71,63.25,249.0,710.67,54.0,274.75,2.07,104.0,102311.0
20060113:1600,11.13,67.6,90.0,454.28,33.0,271.1,2.14,105.0,102331.0
20060113:1700,10.09,74.15,0.0,-0.0,0.0,273.2,1.72,109.0,102340.0
20060113:1800,8.61,85.8,0.0,-0.0,0.0,263.2,1.03,120.0,102380.0
20060113:1900,9.26,77.4,0.0,-0.0,0.0,253.55,0.28,97.0,102410.0
20060113:2000,8.25,81.9,0.0,-0.0,0.0,256.45,1.1,310.0,102450.0
20060113:2100,5.18,94.45,0.0,-0.0,0.0,268.0,1.72,308.0,102470.0
20060113:2200,4.75,97.25,0.0,-0.0,0.0,270.5,2.0,307.0,102460.0
20060113:2300,4.74,99.15,0.0,-0.0,0.0,282.1,2.0,306.0,102490.0
20060114:0000,5.18,97.65,0.0,-0.0,0.0,292.1,2.14,311.0,102500.0
20060114:0100,5.39,96.2,0.0,-0.0,0.0,293.7,2.07,315.0,102480.0
20060114:0200,5.21,96.8,0.0,-0.0,0.0,293.65,1.93,314.0,102480.0
20060114:0300,5.05,97.35,0.0,-0.0,0.0,295.2,1.86,309.0,102460.0
20060114:0400,4.56,98.4,0.0,-0.0,0.0,271.85,1.93,304.0,102420.0
20060114:0500,4.14,99.05,0.0,-0.0,0.0,274.2,2.14,300.0,102410.0
20060114:0600,3.81,98.65,0.0,-0.0,0.0,258.0,2.34,296.0,102440.0
20060114:0700,4.88,93.3,0.0,-0.0,0.0,272.85,2.14,290.0,102470.0
20060114:0800,4.7,93.75,87.0,350.59,42.0,264.35,2.0,287.0,102510.0
20060114:0900,6.13,88.8,247.0,652.66,66.0,271.85,1.66,284.0,102530.0
20060114:1000,8.48,77.85,342.0,541.29,130.0,272.25,1.31,279.0,102500.0
20060114:1100,9.92,69.75,457.0,789.57,91.0,269.55,0.97,268.0,102450.0
20060114:1200,10.92,67.5,497.0,864.58,75.0,276.7,0.83,232.0,102350.0
20060114:1300,11.33,65.75,477.0,916.66,52.0,294.65,0.69,185.0,102251.0
20060114:1400,11.65,64.6,381.0,791.13,71.0,309.45,1.24,130.0,102211.0
20060114:1500,11.32,67.6,244.0,634.02,68.0,301.75,2.41,121.0,102201.0
20060114:1600,10.58,74.15,92.0,450.72,34.0,306.75,2.55,126.0,102211.0
20060114:1700,9.6,81.05,0.0,-0.0,0.0,302.55,2.21,141.0,102231.0
20060114:1800,8.87,86.4,0.0,-0.0,0.0,297.5,1.72,163.0,102271.0
20060114:1900,8.56,89.95,0.0,-0.0,0.0,309.65,1.24,164.0,102271.0
20060114:2000,8.55,89.15,0.0,-0.0,0.0,293.85,0.69,220.0,102281.0
20060114:2100,7.41,94.2,0.0,-0.0,0.0,307.95,1.03,287.0,102261.0
20060114:2200,6.84,97.3,0.0,-0.0,0.0,317.0,1.38,306.0,102221.0
20060114:2300,6.65,97.85,0.0,-0.0,0.0,312.0,1.45,313.0,102221.0
20060115:0000,6.44,97.9,0.0,-0.0,0.0,308.7,1.38,318.0,102181.0
20060115:0100,6.09,97.8,0.0,-0.0,0.0,297.55,1.52,315.0,102151.0
20060115:0200,6.06,97.0,0.0,-0.0,0.0,301.75,1.79,306.0,102171.0
20060115:0300,5.76,96.65,0.0,-0.0,0.0,289.25,1.93,299.0,102141.0
20060115:0400,5.78,95.35,0.0,-0.0,0.0,300.2,1.79,291.0,102111.0
20060115:0500,5.57,94.7,0.0,-0.0,0.0,288.65,1.66,281.0,102091.0
20060115:0600,5.17,95.45,0.0,-0.0,0.0,285.35,1.59,264.0,102061.0
20060115:0700,4.81,96.45,0.0,-0.0,0.0,278.45,1.66,268.0,102061.0
20060115:0800,4.44,97.5,93.0,424.08,38.0,267.25,1.52,261.0,102051.0
20060115:0900,7.12,91.05,129.0,43.01,117.0,273.2,1.17,250.0,102081.0
20060115:1000,9.21,77.9,219.0,86.36,185.0,266.3,1.03,242.0,102071.0
20060115:1100,10.47,72.4,378.0,392.73,195.0,272.45,0.83,220.0,102021.0
20060115:1200,11.59,68.0,378.0,313.75,224.0,286.35,1.03,182.0,101892.0
20060115:1300,12.31,65.2,84.0,0.0,84.0,299.05,1.59,156.0,101802.0
20060115:1400,12.57,64.85,70.0,0.0,70.0,300.6,1.86,148.0,101732.0
20060115:1500,12.7,65.05,195.0,267.02,120.0,307.35,2.14,142.0,101722.0
20060115:1600,12.42,68.15,59.0,68.2,50.0,308.5,1.86,136.0,101702.0
20060115:1700,11.56,72.4,0.0,-0.0,0.0,289.6,1.79,138.0,101692.0
20060115:1800,10.23,79.1,0.0,-0.0,0.0,276.9,1.52,159.0,101672.0
20060115:1900,8.86,80.2,0.0,-0.0,0.0,280.95,2.41,179.0,101662.0
20060115:2000,8.1,82.6,0.0,-0.0,0.0,269.75,2.07,199.0,101652.0
20060115:2100,7.13,87.15,0.0,-0.0,0.0,270.7,1.93,231.0,101672.0
20060115:2200,6.25,91.0,0.0,-0.0,0.0,280.15,1.66,250.0,101642.0
20060115:2300,5.73,93.9,0.0,-0.0,0.0,290.4,1.45,260.0,101583.0
20060116:0000,5.17,96.4,0.0,-0.0,0.0,278.05,1.31,269.0,101553.0
20060116:0100,4.95,97.65,0.0,-0.0,0.0,272.1,1.17,274.0,101523.0
20060116:0200,5.1,97.9,0.0,-0.0,0.0,280.15,1.1,274.0,101493.0
20060116:0300,4.49,98.9,0.0,-0.0,0.0,283.65,1.24,286.0,101483.0
20060116:0400,4.4,99.2,0.0,-0.0,0.0,297.3,1.38,290.0,101443.0
20060116:0500,4.79,99.0,0.0,-0.0,0.0,305.05,1.52,297.0,101403.0
20060116:0600,5.2,98.4,0.0,-0.0,0.0,309.65,1.59,300.0,101403.0
20060116:0700,5.44,94.65,0.0,-0.0,0.0,303.5,1.59,318.0,101413.0
20060116:0800,6.14,91.8,40.0,7.63,39.0,316.8,1.66,324.0,101463.0
20060116:0900,7.7,85.65,37.0,0.0,37.0,330.3,1.66,333.0,101493.0
20060116:1000,9.12,80.2,92.0,0.0,92.0,335.1,1.72,352.0,101533.0
20060116:1100,9.99,78.65,132.0,0.0,132.0,339.75,1.86,8.0,101533.0
20060116:1200,10.38,79.4,137.0,0.0,137.0,340.15,1.93,24.0,101483.0
20060116:1300,10.48,80.1,175.0,6.39,172.0,344.2,2.14,44.0,101413.0
20060116:1400,10.71,80.9,115.0,0.0,115.0,335.5,2.34,57.0,101393.0
20060116:1500,10.61,84.5,94.0,3.52,93.0,343.4,2.28,62.0,101433.0
20060116:1600,9.82,95.0,68.0,118.26,52.0,331.45,1.79,60.0,101473.0
20060116:1700,9.3,95.95,0.0,-0.0,0.0,322.0,1.72,55.0,101503.0
20060116:1800,8.91,96.7,0.0,-0.0,0.0,331.65,1.72,43.0,101543.0
20060116:1900,8.69,96.4,0.0,-0.0,0.0,339.55,1.66,353.0,101573.0
20060116:2000,8.53,96.4,0.0,-0.0,0.0,336.1,1.79,355.0,101593.0
20060116:2100,8.57,95.65,0.0,-0.0,0.0,342.25,1.79,360.0,101662.0
20060116:2200,8.46,95.85,0.0,-0.0,0.0,336.65,2.0,351.0,101682.0
20060116:2300,8.32,96.1,0.0,-0.0,0.0,333.2,1.93,347.0,101722.0
20060117:0000,8.2,96.2,0.0,-0.0,0.0,333.4,1.93,345.0,101702.0
20060117:0100,8.06,96.15,0.0,-0.0,0.0,327.45,2.0,344.0,101752.0
20060117:0200,8.04,96.15,0.0,-0.0,0.0,331.05,2.14,342.0,101732.0
20060117:0300,8.09,95.95,0.0,-0.0,0.0,334.55,2.07,342.0,101792.0
20060117:0400,8.53,91.6,0.0,-0.0,0.0,339.15,1.93,340.0,101802.0
20060117:0500,7.88,96.1,0.0,-0.0,0.0,323.15,1.93,337.0,101802.0
20060117:0600,7.64,96.1,0.0,-0.0,0.0,317.4,2.14,334.0,101832.0
20060117:0700,7.5,91.2,0.0,-0.0,0.0,308.3,2.0,312.0,101892.0
20060117:0800,7.38,91.7,92.0,369.3,43.0,299.45,1.93,306.0,101942.0
20060117:0900,8.62,89.65,253.0,654.32,68.0,302.35,1.66,296.0,102021.0
20060117:1000,10.53,81.3,368.0,655.49,107.0,308.3,1.72,286.0,102051.0
20060117:1100,11.75,68.8,468.0,806.58,88.0,306.75,1.66,298.0,102001.0
20060117:1200,12.3,65.8,520.0,952.45,47.0,304.25,1.38,277.0,101912.0
20060117:1300,12.94,62.65,488.0,919.83,53.0,311.8,1.52,246.0,101852.0
20060117:1400,13.6,58.15,394.0,811.68,68.0,309.3,1.93,244.0,101752.0
20060117:1500,13.88,56.3,258.0,667.51,66.0,312.75,1.79,230.0,101742.0
20060117:1600,13.47,61.0,108.0,569.63,29.0,309.85,1.93,186.0,101762.0
20060117:1700,12.19,67.45,0.0,-0.0,0.0,312.15,2.55,183.0,101742.0
20060117:1800,10.93,72.2,0.0,-0.0,0.0,288.05,2.69,202.0,101742.0
20060117:1900,10.67,71.1,0.0,-0.0,0.0,285.35,2.55,221.0,101792.0
20060117:2000,9.9,72.7,0.0,-0.0,0.0,284.2,2.55,236.0,101822.0
20060117:2100,9.19,73.5,0.0,-0.0,0.0,273.2,2.69,252.0,101852.0
20060117:2200,8.89,71.6,0.0,-0.0,0.0,266.85,3.1,265.0,101822.0
20060117:2300,8.66,70.55,0.0,-0.0,0.0,262.4,3.17,272.0,101802.0
20060118:0000,8.5,70.2,0.0,-0.0,0.0,265.9,3.24,275.0,101792.0
20060118:0100,8.44,69.55,0.0,-0.0,0.0,266.5,3.31,276.0,101792.0
20060118:0200,8.34,69.0,0.0,-0.0,0.0,262.4,3.38,278.0,101732.0
20060118:0300,8.3,68.4,0.0,-0.0,0.0,262.05,3.38,280.0,101772.0
20060118:0400,8.31,67.8,0.0,-0.0,0.0,266.45,3.31,281.0,101712.0
20060118:0500,8.26,67.6,0.0,-0.0,0.0,264.95,3.17,284.0,101682.0
20060118:0600,8.11,68.4,0.0,-0.0,0.0,264.95,3.03,282.0,101692.0
20060118:0700,7.76,71.65,0.0,-0.0,0.0,266.85,2.9,281.0,101712.0
20060118:0800,7.94,72.85,104.0,543.39,31.0,276.7,2.9,276.0,101712.0
20060118:0900,9.65,69.65,263.0,737.48,53.0,285.2,2.76,274.0,101772.0
20060118:1000,12.05,63.2,396.0,828.85,64.0,288.05,2.97,269.0,101792.0
20060118:1100,14.08,58.6,482.0,871.59,69.0,289.8,3.24,265.0,101732.0
20060118:1200,15.73,54.05,512.0,884.63,70.0,289.8,3.17,272.0,101593.0
20060118:1300,16.74,50.9,489.0,905.12,58.0,289.8,2.41,290.0,101473.0
20060118:1400,17.13,50.15,402.0,844.33,60.0,301.75,1.52,310.0,101453.0
20060118:1500,17.2,49.9,270.0,752.27,51.0,292.9,0.83,327.0,101453.0
20060118:1600,16.71,53.85,108.0,520.62,34.0,293.45,0.07,198.0,101453.0
20060118:1700,15.66,57.4,0.0,-0.0,0.0,292.1,0.55,172.0,101493.0
20060118:1800,14.53,59.55,0.0,-0.0,0.0,284.8,0.07,166.0,101513.0
20060118:1900,13.29,69.2,0.0,-0.0,0.0,288.25,0.9,180.0,101553.0
20060118:2000,12.55,71.2,0.0,-0.0,0.0,284.4,0.76,260.0,101573.0
20060118:2100,8.31,86.75,0.0,-0.0,0.0,288.05,1.79,300.0,101593.0
20060118:2200,7.24,90.65,0.0,-0.0,0.0,288.85,2.0,305.0,101682.0
20060118:2300,7.23,90.2,0.0,-0.0,0.0,292.3,2.21,301.0,101652.0
20060119:0000,7.45,88.85,0.0,-0.0,0.0,291.75,2.34,297.0,101672.0
20060119:0100,7.58,87.75,0.0,-0.0,0.0,289.1,2.55,294.0,101622.0
20060119:0200,7.63,87.15,0.0,-0.0,0.0,285.0,2.69,294.0,101602.0
20060119:0300,7.67,86.85,0.0,-0.0,0.0,287.1,2.69,294.0,101583.0
20060119:0400,7.53,87.1,0.0,-0.0,0.0,283.05,2.62,292.0,101543.0
20060119:0500,7.48,87.05,0.0,-0.0,0.0,290.2,2.55,290.0,101533.0
20060119:0600,7.3,87.35,0.0,-0.0,0.0,284.6,2.55,289.0,101503.0
20060119:0700,7.19,87.75,0.0,-0.0,0.0,276.9,2.55,293.0,101523.0
20060119:0800,7.18,88.0,104.0,529.01,32.0,272.05,2.41,294.0,101543.0
20060119:0900,9.07,81.55,267.0,752.94,51.0,272.65,2.07,293.0,101602.0
20060119:1000,11.74,72.2,398.0,828.7,64.0,275.55,1.72,295.0,101682.0
20060119:1100,13.7,65.85,482.0,858.03,73.0,280.35,0.62,313.0,101622.0
20060119:1200,14.76,62.1,519.0,903.01,65.0,285.0,0.9,89.0,101563.0
20060119:1300,15.1,61.65,490.0,890.47,63.0,285.55,2.0,100.0,101523.0
20060119:1400,14.94,64.05,402.0,815.08,69.0,288.25,2.69,100.0,101553.0
20060119:1500,14.29,69.6,276.0,770.36,49.0,285.35,3.03,97.0,101583.0
20060119:1600,13.31,77.35,112.0,535.55,34.0,282.3,2.69,93.0,101652.0
20060119:1700,11.98,84.7,0.0,-0.0,0.0,283.25,2.0,84.0,101732.0
20060119:1800,10.82,91.2,0.0,-0.0,0.0,282.85,1.17,56.0,101782.0
20060119:1900,9.35,94.65,0.0,-0.0,0.0,277.45,1.45,335.0,101852.0
20060119:2000,8.38,96.2,0.0,-0.0,0.0,284.8,1.72,318.0,101922.0
20060119:2100,7.86,96.9,0.0,-0.0,0.0,285.95,2.0,309.0,101971.0
20060119:2200,7.59,97.4,0.0,-0.0,0.0,285.75,2.14,309.0,101991.0
20060119:2300,7.47,97.6,0.0,-0.0,0.0,292.9,2.07,314.0,101981.0
20060120:0000,7.73,96.25,0.0,-0.0,0.0,307.55,1.93,320.0,102011.0
20060120:0100,8.21,94.15,0.0,-0.0,0.0,313.75,1.93,331.0,102071.0
20060120:0200,8.75,91.8,0.0,-0.0,0.0,308.5,2.14,354.0,102141.0
20060120:0300,9.12,91.0,0.0,-0.0,0.0,312.15,2.34,5.0,102161.0
20060120:0400,9.13,91.15,0.0,-0.0,0.0,309.45,2.55,357.0,102151.0
20060120:0500,9.57,89.75,0.0,-0.0,0.0,339.15,2.76,351.0,102141.0
20060120:0600,9.73,88.25,0.0,-0.0,0.0,334.15,2.9,351.0,102161.0
20060120:0700,9.93,87.6,0.0,-0.0,0.0,323.55,3.1,354.0,102241.0
20060120:0800,9.86,87.1,55.0,36.24,50.0,316.05,2.9,351.0,102281.0
20060120:0900,10.65,84.45,137.0,48.43,123.0,312.0,2.48,352.0,102370.0
20060120:1000,11.71,79.75,94.0,0.0,94.0,307.55,2.62,358.0,102410.0
20060120:1100,12.52,76.95,234.0,39.62,215.0,325.85,3.31,21.0,102400.0
20060120:1200,13.23,73.25,243.0,33.6,226.0,327.8,3.03,33.0,102350.0
20060120:1300,13.51,72.5,0.0,0.0,0.0,325.85,2.55,43.0,102281.0
20060120:1400,13.73,70.3,394.0,742.52,88.0,311.2,2.41,54.0,102221.0
20060120:1500,13.58,71.55,277.0,744.28,55.0,313.15,2.34,69.0,102201.0
20060120:1600,13.12,76.2,115.0,529.48,36.0,304.25,2.14,75.0,102221.0
20060120:1700,12.18,83.25,0.0,-0.0,0.0,305.6,1.79,77.0,102251.0
20060120:1800,11.08,90.45,0.0,-0.0,0.0,294.05,1.38,78.0,102281.0
20060120:1900,10.9,91.65,0.0,-0.0,0.0,299.85,0.55,71.0,102311.0
20060120:2000,9.82,94.9,0.0,-0.0,0.0,304.05,0.97,333.0,102360.0
20060120:2100,8.39,97.95,0.0,-0.0,0.0,309.45,1.66,313.0,102370.0
20060120:2200,8.19,98.45,0.0,-0.0,0.0,315.85,1.66,304.0,102370.0
20060120:2300,7.97,99.5,0.0,-0.0,0.0,315.85,1.59,300.0,102340.0
20060121:0000,8.06,99.15,0.0,-0.0,0.0,323.55,1.66,300.0,102331.0
20060121:0100,8.12,98.35,0.0,-0.0,0.0,318.4,1.72,301.0,102321.0
20060121:0200,7.95,98.15,0.0,-0.0,0.0,317.4,1.79,296.0,102331.0
20060121:0300,7.74,97.6,0.0,-0.0,0.0,315.65,1.79,287.0,102301.0
20060121:0400,7.4,96.95,0.0,-0.0,0.0,300.4,1.93,282.0,102271.0
20060121:0500,6.98,96.8,0.0,-0.0,0.0,298.5,2.0,281.0,102271.0
20060121:0600,6.67,96.15,0.0,-0.0,0.0,291.95,1.93,282.0,102261.0
20060121:0700,6.75,95.15,0.0,-0.0,0.0,305.05,1.72,281.0,102311.0
20060121:0800,6.82,93.25,60.0,50.02,53.0,302.7,1.72,283.0,102360.0
20060121:0900,7.92,86.8,231.0,425.48,107.0,298.5,1.72,282.0,102440.0
20060121:1000,9.44,80.35,245.0,122.46,195.0,303.1,1.52,275.0,102470.0
20060121:1100,10.98,74.9,431.0,551.17,165.0,305.4,1.1,270.0,102440.0
20060121:1200,12.08,73.85,430.0,443.78,204.0,305.6,0.41,243.0,102340.0
20060121:1300,12.96,70.5,453.0,641.38,141.0,302.9,0.69,157.0,102231.0
20060121:1400,13.34,68.15,296.0,250.15,192.0,309.1,1.38,147.0,102161.0
20060121:1500,13.27,68.55,130.0,26.5,122.0,325.3,1.79,132.0,102131.0
20060121:1600,12.4,75.85,57.0,26.18,53.0,314.7,2.69,117.0,102111.0
20060121:1700,11.24,82.95,0.0,-0.0,0.0,305.8,2.34,128.0,102111.0
20060121:1800,10.21,88.8,0.0,-0.0,0.0,291.95,1.52,141.0,102141.0
20060121:1900,9.36,92.45,0.0,-0.0,0.0,281.3,1.45,124.0,102161.0
20060121:2000,9.71,90.1,0.0,-0.0,0.0,276.9,0.76,67.0,102181.0
20060121:2100,8.06,94.65,0.0,-0.0,0.0,279.95,1.24,5.0,102201.0
20060121:2200,6.58,97.75,0.0,-0.0,0.0,281.5,1.66,338.0,102231.0
20060121:2300,6.68,97.9,0.0,-0.0,0.0,301.75,1.72,317.0,102231.0
20060122:0000,6.72,97.45,0.0,-0.0,0.0,293.3,2.07,304.0,102171.0
20060122:0100,6.18,98.85,0.0,-0.0,0.0,284.45,2.14,295.0,102131.0
20060122:0200,6.01,96.8,0.0,-0.0,0.0,277.65,2.21,287.0,102101.0
20060122:0300,5.87,94.05,0.0,-0.0,0.0,281.9,2.41,284.0,102061.0
20060122:0400,5.7,90.9,0.0,-0.0,0.0,272.65,2.55,286.0,102021.0
20060122:0500,5.7,87.35,0.0,-0.0,0.0,268.4,2.62,290.0,102001.0
20060122:0600,5.57,85.9,0.0,-0.0,0.0,257.6,2.62,290.0,102001.0
20060122:0700,5.51,85.75,0.0,-0.0,0.0,255.85,2.48,286.0,102011.0
20060122:0800,5.67,85.3,112.0,577.39,30.0,266.3,2.34,285.0,102051.0
20060122:0900,7.32,78.45,273.0,745.23,54.0,257.6,2.28,285.0,102101.0
20060122:1000,9.62,69.1,401.0,788.14,77.0,258.35,1.93,289.0,102111.0
20060122:1100,11.54,60.9,487.0,829.71,84.0,263.2,1.38,301.0,102131.0
20060122:1200,12.7,57.1,524.0,873.91,76.0,277.25,0.76,4.0,102081.0
20060122:1300,13.23,59.65,489.0,814.23,90.0,279.8,1.79,65.0,102031.0
20060122:1400,13.18,64.35,416.0,836.83,65.0,285.95,3.03,75.0,102041.0
20060122:1500,12.61,70.15,285.0,749.18,56.0,293.45,3.59,79.0,102081.0
20060122:1600,11.89,75.25,119.0,504.88,40.0,310.25,3.45,78.0,102151.0
20060122:1700,11.06,79.85,0.0,-0.0,0.0,324.7,2.97,71.0,102221.0
20060122:1800,10.37,83.25,0.0,-0.0,0.0,312.35,2.41,64.0,102301.0
20060122:1900,10.18,81.35,0.0,-0.0,0.0,311.6,1.93,49.0,102360.0
20060122:2000,10.11,81.3,0.0,-0.0,0.0,330.3,1.59,31.0,102430.0
20060122:2100,9.82,83.15,0.0,-0.0,0.0,329.9,1.45,17.0,102470.0
20060122:2200,9.68,84.2,0.0,-0.0,0.0,337.65,1.45,347.0,102440.0
20060122:2300,9.32,86.6,0.0,-0.0,0.0,327.8,1.66,326.0,102460.0
20060123:0000,8.75,89.9,0.0,-0.0,0.0,311.6,1.86,316.0,102470.0
20060123:0100,8.49,91.45,0.0,-0.0,0.0,313.0,1.93,310.0,102470.0
20060123:0200,8.29,92.05,0.0,-0.0,0.0,309.45,2.0,308.0,102460.0
20060123:0300,8.02,92.45,0.0,-0.0,0.0,302.7,2.07,303.0,102420.0
20060123:0400,7.63,92.85,0.0,-0.0,0.0,289.25,2.21,296.0,102410.0
20060123:0500,7.25,93.3,0.0,-0.0,0.0,286.55,2.21,288.0,102380.0
20060123:0600,6.9,93.6,0.0,-0.0,0.0,283.25,2.28,280.0,102390.0
20060123:0700,5.81,97.85,0.0,-0.0,0.0,271.5,2.14,274.0,102400.0
20060123:0800,5.91,96.7,111.0,520.12,36.0,274.2,2.14,268.0,102400.0
20060123:0900,7.56,89.55,276.0,745.61,55.0,274.0,2.14,260.0,102440.0
20060123:1000,10.08,78.3,406.0,804.39,73.0,266.65,2.41,246.0,102420.0
20060123:1100,11.88,64.55,493.0,846.78,79.0,259.7,3.59,244.0,102370.0
20060123:1200,13.13,58.05,525.0,858.36,82.0,256.45,3.72,246.0,102251.0
20060123:1300,14.2,53.25,499.0,846.69,81.0,260.5,3.31,244.0,102111.0
20060123:1400,15.04,49.55,418.0,822.3,70.0,263.4,2.76,238.0,102011.0
20060123:1500,15.39,47.8,292.0,782.03,50.0,264.35,2.21,223.0,102001.0
20060123:1600,14.9,52.8,126.0,549.39,38.0,265.3,1.86,182.0,101991.0
20060123:1700,13.09,61.2,0.0,-0.0,0.0,264.35,2.34,165.0,102041.0
20060123:1800,11.11,70.8,0.0,-0.0,0.0,261.25,2.0,176.0,102071.0
20060123:1900,10.04,81.45,0.0,-0.0,0.0,259.35,1.03,129.0,102101.0
20060123:2000,10.31,78.8,0.0,-0.0,0.0,258.2,0.76,56.0,102131.0
20060123:2100,7.89,88.4,0.0,-0.0,0.0,257.6,1.24,15.0,102181.0
20060123:2200,6.01,94.0,0.0,-0.0,0.0,257.2,1.72,5.0,102301.0
20060123:2300,5.51,95.1,0.0,-0.0,0.0,258.0,2.14,1.0,102360.0
20060124:0000,5.49,95.55,0.0,-0.0,0.0,258.75,2.28,355.0,102360.0
20060124:0100,5.44,96.1,0.0,-0.0,0.0,258.05,2.28,350.0,102370.0
20060124:0200,5.43,95.8,0.0,-0.0,0.0,257.6,2.34,350.0,102390.0
20060124:0300,5.63,94.95,0.0,-0.0,0.0,262.6,2.34,352.0,102410.0
20060124:0400,6.04,94.0,0.0,-0.0,0.0,280.95,2.28,352.0,102450.0
20060124:0500,6.33,93.6,0.0,-0.0,0.0,290.75,2.28,353.0,102460.0
20060124:0600,6.58,93.5,0.0,-0.0,0.0,300.2,2.21,354.0,102490.0
20060124:0700,7.08,91.8,0.0,-0.0,0.0,310.8,2.34,357.0,102510.0
20060124:0800,7.21,92.85,81.0,157.02,58.0,319.1,2.14,348.0,102560.0
20060124:0900,8.23,89.4,169.0,110.35,136.0,307.95,1.79,345.0,102640.0
20060124:1000,9.56,82.2,320.0,333.37,181.0,315.45,1.66,351.0,102719.0
20060124:1100,10.67,75.15,45.0,0.0,45.0,322.0,1.31,33.0,102719.0
20060124:1200,11.42,69.0,512.0,765.91,114.0,316.6,1.72,103.0,102680.0
20060124:1300,11.86,64.85,484.0,741.84,115.0,312.55,2.48,123.0,102580.0
20060124:1400,12.09,60.3,395.0,653.35,116.0,295.4,3.1,122.0,102510.0
20060124:1500,12.06,55.45,282.0,660.75,75.0,297.5,3.45,117.0,102470.0
20060124:1600,11.54,54.95,129.0,542.92,40.0,286.7,3.1,111.0,102470.0
20060124:1700,10.41,56.8,0.0,-0.0,0.0,265.3,2.55,109.0,102470.0
20060124:1800,9.47,59.65,0.0,-0.0,0.0,266.3,1.93,108.0,102480.0
20060124:1900,8.23,73.35,0.0,-0.0,0.0,267.45,1.38,131.0,102530.0
20060124:2000,8.68,65.3,0.0,-0.0,0.0,261.85,1.03,165.0,102550.0
20060124:2100,9.21,61.35,0.0,-0.0,0.0,255.1,0.55,89.0,102500.0
20060124:2200,8.98,62.25,0.0,-0.0,0.0,248.75,0.83,64.0,102530.0
20060124:2300,8.77,63.85,0.0,-0.0,0.0,247.95,0.28,76.0,102510.0
20060125:0000,8.49,66.05,0.0,-0.0,0.0,247.75,0.41,349.0,102450.0
20060125:0100,8.19,70.6,0.0,-0.0,0.0,263.45,1.03,347.0,102400.0
20060125:0200,6.39,80.2,0.0,-0.0,0.0,265.5,1.38,356.0,102331.0
20060125:0300,5.88,83.25,0.0,-0.0,0.0,276.1,1.38,358.0,102321.0
20060125:0400,5.79,84.25,0.0,-0.0,0.0,263.75,1.38,339.0,102271.0
20060125:0500,4.6,89.7,0.0,-0.0,0.0,273.4,1.52,326.0,102241.0
20060125:0600,3.81,93.05,0.0,-0.0,0.0,271.3,1.59,326.0,102221.0
20060125:0700,3.18,94.05,0.0,-0.0,0.0,264.95,1.72,317.0,102201.0
20060125:0800,3.56,93.5,45.0,6.72,44.0,269.55,1.66,317.0,102181.0
20060125:0900,6.24,87.8,196.0,198.83,136.0,276.5,1.31,325.0,102191.0
20060125:1000,8.7,68.5,200.0,38.09,184.0,285.35,1.24,359.0,102171.0
20060125:1100,9.51,59.85,315.0,145.29,243.0,299.65,1.66,70.0,102101.0
20060125:1200,9.9,55.6,258.0,40.13,237.0,314.5,2.83,95.0,102001.0
20060125:1300,10.04,54.8,243.0,35.91,225.0,317.0,2.9,97.0,101862.0
20060125:1400,9.9,55.4,295.0,211.18,204.0,318.9,2.62,92.0,101792.0
20060125:1500,9.75,55.95,157.0,56.75,139.0,319.9,2.41,87.0,101742.0
20060125:1600,9.54,57.25,81.0,83.47,67.0,316.05,2.07,82.0,101692.0
20060125:1700,9.1,62.25,0.0,-0.0,0.0,313.7,1.52,65.0,101672.0
20060125:1800,8.59,67.4,0.0,-0.0,0.0,316.05,1.31,42.0,101652.0
20060125:1900,7.47,72.7,0.0,-0.0,0.0,303.5,1.1,341.0,101612.0
20060125:2000,6.72,77.45,0.0,-0.0,0.0,298.5,1.45,336.0,101563.0
20060125:2100,6.3,81.85,0.0,-0.0,0.0,296.0,1.72,328.0,101543.0
20060125:2200,6.03,84.5,0.0,-0.0,0.0,289.6,2.07,321.0,101503.0
