Latitude (decimal degrees):	37.779
Longitude (decimal degrees):	-122.420
Elevation (m):	19
Radiation database:	PVGIS-NSRDB


Slope: 0 deg. 
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20150702:2200,271.3,343.55,62.87,19.49,3.03,0.0
20150702:2300,572.57,713.88,51.57,19.09,3.79,0.0
20150703:0000,191.91,245.35,39.78,19.04,3.93,0.0
20150703:0100,105.84,143.33,27.96,18.28,4.28,0.0
20150703:0200,0.0,5.01,16.4,17.26,4.28,0.0
20150703:0300,5.07,15.99,5.33,16.44,3.59,0.0
20150703:0400,0.0,0.0,0.0,15.75,3.03,0.0
20150703:0500,0.0,0.0,0.0,15.32,2.28,0.0
20150703:0600,0.0,0.0,0.0,15.09,1.72,0.0
20150703:0700,0.0,0.0,0.0,14.71,1.45,0.0
20150703:0800,0.0,0.0,0.0,14.55,2.0,0.0
20150703:0900,0.0,0.0,0.0,14.43,2.21,0.0
20150703:1000,0.0,0.0,0.0,14.33,2.28,0.0
20150703:1100,0.0,0.0,0.0,14.24,2.48,0.0
20150703:1200,0.0,0.0,0.0,14.28,2.55,0.0
20150703:1300,0.0,0.0,0.0,14.24,2.62,0.0
20150703:1400,0.42,6.82,11.29,14.44,1.86,0.0
20150703:1500,60.3,88.43,22.66,15.03,1.31,0.0
20150703:1600,221.86,278.0,34.39,16.22,1.79,0.0
20150703:1700,747.96,958.95,46.23,17.77,2.21,0.0
20150703:1800,759.08,977.52,57.83,19.18,2.55,0.0
20150703:1900,761.18,976.8,68.36,18.98,2.69,0.0
20150703:2000,760.01,973.71,74.9,20.09,3.1,0.0
20150703:2100,762.01,977.41,72.17,20.63,3.31,0.0
20150703:2200,769.44,984.68,62.85,20.96,3.79,0.0
20150703:2300,774.48,981.54,51.57,20.9,4.69,0.0
20150704:0000,756.56,948.42,39.77,19.94,4.97,0.0
20150704:0100,697.0,861.55,27.96,18.56,4.76,0.0
20150704:0200,560.74,680.83,16.39,17.34,4.21,0.0
20150704:0300,252.63,306.8,5.31,16.35,3.24,0.0
20150704:0400,0.0,0.0,0.0,15.75,2.55,0.0
20150704:0500,0.0,0.0,0.0,15.41,2.21,0.0
20150704:0600,0.0,0.0,0.0,15.22,1.79,0.0
20150704:0700,0.0,0.0,0.0,13.96,3.1,0.0
20150704:0800,0.0,0.0,0.0,13.61,3.66,0.0
20150704:0900,0.0,0.0,0.0,13.35,3.45,0.0
20150704:1000,0.0,0.0,0.0,13.24,3.17,0.0
20150704:1100,0.0,0.0,0.0,13.27,2.97,0.0
20150704:1200,0.0,0.0,0.0,13.35,2.9,0.0
20150704:1300,0.0,0.0,0.0,13.46,2.9,0.0
20150704:1400,451.26,539.29,11.21,13.79,2.76,0.0
20150704:1500,80.5,111.69,22.58,14.46,2.83,0.0
20150704:1600,218.43,271.91,34.31,15.51,2.97,0.0
20150704:1700,770.62,973.35,46.15,16.72,3.03,0.0
20150704:1800,779.19,989.0,57.75,18.0,3.31,0.0
20150704:1900,777.93,986.66,68.27,18.68,3.59,0.0
20150704:2000,779.24,983.78,74.81,19.57,4.28,0.0
20150704:2100,784.63,986.49,72.12,19.86,4.97,0.0
20150704:2200,792.87,992.4,62.83,19.6,5.52,0.0
20150704:2300,794.69,988.1,51.56,18.75,5.79,0.0
20150705:0000,772.39,955.09,39.76,17.78,5.45,0.0
20150705:0100,707.19,866.83,27.94,17.16,5.03,0.0
20150705:0200,30.31,51.53,16.37,16.54,4.48,0.0
20150705:0300,254.89,308.36,5.28,15.92,3.66,0.0
20150705:0400,0.0,0.0,0.0,15.48,3.31,0.0
20150705:0500,0.0,0.0,0.0,15.28,3.31,0.0
20150705:0600,0.0,0.0,0.0,15.11,3.31,0.0
20150705:0700,0.0,0.0,0.0,13.95,4.21,0.0
20150705:0800,0.0,0.0,0.0,13.95,4.28,0.0
20150705:0900,0.0,0.0,0.0,14.0,4.0,0.0
20150705:1000,0.0,0.0,0.0,14.13,3.66,0.0
20150705:1100,0.0,0.0,0.0,14.26,3.52,0.0
20150705:1200,0.0,0.0,0.0,14.36,3.59,0.0
20150705:1300,0.0,0.0,0.0,14.5,3.66,0.0
20150705:1400,450.94,538.0,11.12,14.79,3.72,0.0
20150705:1500,60.27,88.3,22.5,15.43,4.0,0.0
20150705:1600,741.91,915.67,34.23,16.21,4.28,0.0
20150705:1700,781.1,971.54,46.07,17.03,4.55,0.0
20150705:1800,788.19,987.36,57.67,17.98,4.48,0.0
20150705:1900,776.9,985.93,68.18,18.97,3.66,0.0
20150705:2000,774.89,982.82,74.72,19.79,3.93,0.0
20150705:2100,780.15,986.39,72.06,20.23,4.55,0.0
20150705:2200,664.2,831.5,62.8,20.03,5.1,0.0
20150705:2300,789.77,990.65,51.54,19.34,5.1,0.0
20150706:0000,380.26,466.28,39.74,18.78,4.83,0.0
20150706:0100,71.16,102.39,27.92,18.08,4.48,0.0
20150706:0200,20.92,39.36,16.35,17.51,4.0,0.0
20150706:0300,255.23,310.22,5.26,16.8,3.45,0.0
20150706:0400,0.0,0.0,0.0,16.3,3.1,0.0
20150706:0500,0.0,0.0,0.0,16.0,2.69,0.0
20150706:0600,0.0,0.0,0.0,15.77,2.41,0.0
20150706:0700,0.0,0.0,0.0,14.62,2.69,0.0
20150706:0800,0.0,0.0,0.0,14.48,2.9,0.0
20150706:0900,0.0,0.0,0.0,14.39,3.31,0.0
20150706:1000,0.0,0.0,0.0,14.36,3.45,0.0
20150706:1100,0.0,0.0,0.0,14.38,3.24,0.0
20150706:1200,0.0,0.0,0.0,14.41,2.97,0.0
20150706:1300,0.0,0.0,0.0,14.31,2.21,0.0
20150706:1400,21.27,39.44,11.03,14.6,2.21,0.0
20150706:1500,42.85,67.12,22.41,15.3,2.28,0.0
20150706:1600,739.38,930.37,34.14,16.26,2.69,0.0
20150706:1700,782.32,990.31,45.98,17.42,3.31,0.0
20150706:1800,793.1,1004.91,57.58,18.56,3.86,0.0
20150706:1900,793.52,1001.09,68.08,18.76,4.28,0.0
20150706:2000,789.86,994.9,74.62,19.38,4.55,0.0
20150706:2100,792.16,996.51,72.0,19.74,4.97,0.0
20150706:2200,799.23,1002.23,62.77,19.64,5.45,0.0
20150706:2300,729.82,908.29,51.53,19.16,5.52,0.0
20150707:0000,775.92,965.63,39.72,18.64,5.31,0.0
20150707:0100,712.09,877.13,27.9,18.06,5.1,0.0
20150707:0200,573.6,694.69,16.32,17.34,4.76,0.0
20150707:0300,258.19,312.38,5.22,16.55,4.34,0.0
20150707:0400,0.0,0.0,0.0,15.88,3.86,0.0
20150707:0500,0.0,0.0,0.0,15.55,3.52,0.0
20150707:0600,0.0,0.0,0.0,15.29,3.38,0.0
20150707:0700,0.0,0.0,0.0,15.43,3.93,0.0
20150707:0800,0.0,0.0,0.0,15.22,3.86,0.0
20150707:0900,0.0,0.0,0.0,15.06,3.72,0.0
20150707:1000,0.0,0.0,0.0,15.08,3.52,0.0
20150707:1100,0.0,0.0,0.0,15.19,3.38,0.0
20150707:1200,0.0,0.0,0.0,15.15,3.1,0.0
20150707:1300,0.0,0.0,0.0,15.22,2.83,0.0
20150707:1400,0.97,8.15,10.94,15.65,2.9,0.0
20150707:1500,19.83,37.67,22.32,16.22,3.17,0.0
20150707:1600,144.3,187.75,34.06,16.87,3.03,0.0
20150707:1700,439.9,542.72,45.9,17.58,3.03,0.0
20150707:1800,779.71,990.06,57.49,18.39,3.45,0.0
20150707:1900,782.57,987.69,67.98,19.59,4.48,0.0
20150707:2000,701.94,883.34,74.51,19.69,4.83,0.0
20150707:2100,646.66,807.84,71.93,19.89,4.97,0.0
20150707:2200,789.74,994.31,62.74,19.91,5.03,0.0
20150707:2300,494.4,610.61,51.5,19.58,5.1,0.0
20150708:0000,769.81,961.07,39.7,19.04,5.1,0.0
20150708:0100,709.04,875.75,27.88,18.32,4.9,0.0
20150708:0200,574.6,696.43,16.29,17.56,4.83,0.0
20150708:0300,260.53,314.88,5.18,16.63,4.69,0.0
20150708:0400,0.0,0.0,0.0,16.0,4.34,0.0
20150708:0500,0.0,0.0,0.0,15.74,4.14,0.0
20150708:0600,0.0,0.0,0.0,15.4,3.79,0.0
20150708:0700,0.0,0.0,0.0,15.18,4.0,0.0
20150708:0800,0.0,0.0,0.0,14.92,4.21,0.0
20150708:0900,0.0,0.0,0.0,14.93,4.69,0.0
20150708:1000,0.0,0.0,0.0,14.82,4.69,0.0
20150708:1100,0.0,0.0,0.0,14.81,4.83,0.0
20150708:1200,0.0,0.0,0.0,14.77,4.76,0.0
20150708:1300,0.0,0.0,0.0,14.9,5.24,0.0
20150708:1400,456.26,541.0,10.85,15.11,5.24,0.0
20150708:1500,23.85,42.91,22.23,15.51,4.97,0.0
20150708:1600,101.96,137.87,33.97,16.1,4.48,0.0
20150708:1700,787.19,985.77,45.81,16.79,3.93,0.0
20150708:1800,794.99,1001.65,57.4,17.48,3.86,0.0
20150708:1900,797.79,999.68,67.87,17.83,4.48,0.0
20150708:2000,335.24,416.82,74.39,18.42,5.17,0.0
20150708:2100,798.04,997.35,71.85,18.62,5.1,0.0
20150708:2200,231.57,292.88,62.7,18.8,4.97,0.0
20150708:2300,800.64,998.81,51.47,18.74,5.52,0.0
20150709:0000,778.28,965.03,39.67,18.24,5.52,0.0
20150709:0100,271.55,332.97,27.84,17.67,5.03,0.0
20150709:0200,9.84,23.58,16.25,17.09,4.62,0.0
20150709:0300,251.89,305.25,5.13,16.55,4.21,0.0
20150709:0400,0.0,0.0,0.0,16.06,4.0,0.0
20150709:0500,0.0,0.0,0.0,15.8,4.0,0.0
20150709:0600,0.0,0.0,0.0,15.69,4.0,0.0
20150709:0700,0.0,0.0,0.0,15.64,4.83,0.0
20150709:0800,0.0,0.0,0.0,15.56,4.97,0.0
20150709:0900,0.0,0.0,0.0,15.5,4.69,0.0
20150709:1000,0.0,0.0,0.0,15.51,4.48,0.0
20150709:1100,0.0,0.0,0.0,15.4,4.0,0.0
20150709:1200,0.0,0.0,0.0,15.31,3.24,0.0
20150709:1300,0.0,0.0,0.0,15.24,3.03,0.0
20150709:1400,0.68,7.46,10.75,15.48,3.45,0.0
20150709:1500,2.88,12.04,22.14,15.95,3.72,0.0
20150709:1600,295.03,361.01,33.88,16.43,3.79,0.0
20150709:1700,129.74,171.14,45.72,16.88,3.66,0.0
20150709:1800,123.12,164.02,57.3,17.38,3.52,0.0
20150709:1900,237.52,298.62,67.76,17.15,4.14,0.0
20150709:2000,260.21,326.83,74.27,18.01,4.14,1.0
20150709:2100,386.82,481.79,71.77,18.49,4.14,0.0
20150709:2200,112.16,151.7,62.65,18.44,4.55,0.0
20150709:2300,163.56,211.55,51.44,18.14,4.76,0.0
20150710:0000,154.66,200.4,39.63,17.73,4.48,0.0
20150710:0100,62.19,91.26,27.81,17.26,4.14,0.0
20150710:0200,16.77,33.57,16.21,16.93,3.72,0.0
20150710:0300,1.31,8.92,5.08,16.55,3.31,0.0
20150710:0400,0.0,0.0,0.0,16.15,2.83,0.0
20150710:0500,0.0,0.0,0.0,15.92,2.48,0.0
20150710:0600,0.0,0.0,0.0,15.71,2.55,0.0
20150710:0700,0.0,0.0,0.0,15.46,3.03,0.0
20150710:0800,0.0,0.0,0.0,15.34,3.1,0.0
20150710:0900,0.0,0.0,0.0,15.19,2.9,0.0
20150710:1000,0.0,0.0,0.0,15.12,3.1,0.0
20150710:1100,0.0,0.0,0.0,15.1,2.97,0.0
20150710:1200,0.0,0.0,0.0,15.12,2.83,0.0
20150710:1300,0.0,0.0,0.0,15.12,2.69,0.0
20150710:1400,0.0,4.06,10.65,15.29,2.83,0.0
20150710:1500,2.87,12.02,22.04,15.73,2.76,0.0
20150710:1600,61.65,90.38,33.79,16.25,2.48,0.0
20150710:1700,120.35,160.61,45.63,16.91,2.21,0.0
20150710:1800,425.6,531.35,57.2,17.77,2.34,0.0
20150710:1900,463.16,576.87,67.65,17.53,3.17,0.0
20150710:2000,768.61,975.04,74.15,18.38,3.24,0.0
20150710:2100,771.96,978.82,71.68,18.74,3.52,0.0
20150710:2200,777.88,985.29,62.59,18.99,3.86,0.0
20150710:2300,686.46,858.82,51.4,18.98,4.34,0.0
20150711:0000,758.3,951.29,39.59,18.72,4.28,0.0
20150711:0100,695.24,865.31,27.77,18.27,3.86,0.0
20150711:0200,556.49,682.75,16.16,17.9,3.24,0.0
20150711:0300,242.38,296.65,5.03,17.29,2.76,0.0
20150711:0400,0.0,0.0,0.0,16.73,2.28,0.0
20150711:0500,0.0,0.0,0.0,16.36,1.93,0.0
20150711:0600,0.0,0.0,0.0,16.08,1.79,0.0
20150711:0700,0.0,0.0,0.0,15.49,2.62,0.0
20150711:0800,0.0,0.0,0.0,15.28,2.21,0.0
20150711:0900,0.0,0.0,0.0,15.03,1.79,0.0
20150711:1000,0.0,0.0,0.0,14.82,1.72,0.0
20150711:1100,0.0,0.0,0.0,14.9,2.41,0.0
20150711:1200,0.0,0.0,0.0,14.82,2.9,0.0
20150711:1300,0.0,0.0,0.0,14.79,2.41,0.0
20150711:1400,432.73,522.46,10.55,15.1,2.14,0.0
20150711:1500,629.84,782.49,21.95,16.13,2.21,0.0
20150711:1600,715.19,913.26,33.69,16.96,1.79,0.0
20150711:1700,752.66,970.99,45.53,17.98,2.0,0.0
20150711:1800,770.83,987.32,57.1,19.16,3.03,0.0
20150711:1900,778.26,985.9,67.53,19.37,4.0,0.0
20150711:2000,780.04,981.1,74.02,19.79,4.76,0.0
20150711:2100,785.61,983.86,71.58,19.82,5.38,0.0
20150711:2200,790.64,990.95,62.54,19.54,5.31,0.0
20150711:2300,788.2,987.7,51.36,19.19,5.1,0.0
20150712:0000,764.58,955.53,39.55,18.89,4.83,0.0
20150712:0100,699.59,866.86,27.72,18.47,4.48,0.0
20150712:0200,562.57,685.35,16.11,17.94,4.21,0.0
20150712:0300,235.64,287.45,4.97,17.32,4.28,0.0
20150712:0400,0.0,0.0,0.0,16.65,3.72,0.0
20150712:0500,0.0,0.0,0.0,16.3,2.48,0.0
20150712:0600,0.0,0.0,0.0,16.09,2.21,0.0
20150712:0700,0.0,0.0,0.0,15.9,3.45,0.0
20150712:0800,0.0,0.0,0.0,15.73,3.59,0.0
20150712:0900,0.0,0.0,0.0,15.54,3.45,0.0
20150712:1000,0.0,0.0,0.0,15.36,3.1,0.0
20150712:1100,0.0,0.0,0.0,15.28,2.83,0.0
20150712:1200,0.0,0.0,0.0,15.21,2.9,0.0
20150712:1300,0.0,0.0,0.0,15.16,3.03,0.0
20150712:1400,66.71,94.5,10.44,15.43,2.9,0.0
20150712:1500,249.26,305.91,21.85,16.03,2.69,0.0
20150712:1600,728.14,921.17,33.59,16.75,2.41,0.0
20150712:1700,764.92,978.45,45.43,17.58,2.48,0.0
20150712:1800,777.77,992.95,56.99,18.88,3.24,0.0
20150712:1900,782.7,989.43,67.41,19.85,4.48,0.0
20150712:2000,727.9,918.75,73.88,20.16,4.83,0.0
20150712:2100,784.51,985.86,71.48,20.36,5.31,0.0
20150712:2200,791.89,994.36,62.47,20.3,5.59,0.0
20150712:2300,790.74,993.28,51.31,20.03,5.38,0.0
20150713:0000,769.83,963.27,39.5,19.69,5.24,0.0
20150713:0100,708.82,877.42,27.67,19.06,5.1,0.0
20150713:0200,569.18,692.3,16.06,18.26,4.76,0.0
20150713:0300,126.18,162.6,4.9,17.38,4.62,0.0
20150713:0400,0.0,0.0,0.0,16.72,4.48,0.0
20150713:0500,0.0,0.0,0.0,16.3,4.21,0.0
20150713:0600,0.0,0.0,0.0,16.03,4.0,0.0
20150713:0700,0.0,0.0,0.0,16.03,3.31,0.0
20150713:0800,0.0,0.0,0.0,15.78,2.97,0.0
20150713:0900,0.0,0.0,0.0,15.52,2.9,0.0
20150713:1000,0.0,0.0,0.0,15.31,2.97,0.0
20150713:1100,0.0,0.0,0.0,15.35,3.03,0.0
20150713:1200,0.0,0.0,0.0,15.3,3.17,0.0
20150713:1300,0.0,0.0,0.0,15.3,2.97,0.0
20150713:1400,434.8,521.79,10.33,15.79,3.45,0.0
20150713:1500,467.54,564.58,21.74,16.51,3.86,0.0
20150713:1600,583.24,714.83,33.5,17.57,4.14,0.0
20150713:1700,780.59,980.02,45.33,18.74,4.55,0.0
20150713:1800,791.22,996.24,56.89,19.97,5.1,0.0
20150713:1900,785.29,994.03,67.29,20.15,4.55,0.0
20150713:2000,783.85,988.21,73.73,20.97,5.24,0.0
20150713:2100,789.74,990.92,71.37,21.26,6.14,0.0
20150713:2200,801.1,998.95,62.4,20.98,7.1,0.0
20150713:2300,804.48,997.7,51.26,20.37,7.52,0.0
20150714:0000,655.19,802.0,39.45,20.1,7.52,0.0
20150714:0100,455.34,550.71,27.61,19.56,7.24,0.0
20150714:0200,576.27,695.43,15.99,18.81,6.76,0.0
20150714:0300,243.22,295.53,4.83,17.91,6.34,0.0
20150714:0400,0.0,0.0,0.0,17.09,5.52,0.0
20150714:0500,0.0,0.0,0.0,16.73,5.03,0.0
20150714:0600,0.0,0.0,0.0,16.48,4.69,0.0
20150714:0700,0.0,0.0,0.0,16.26,5.03,0.0
20150714:0800,0.0,0.0,0.0,15.97,4.9,0.0
20150714:0900,0.0,0.0,0.0,15.61,4.9,0.0
20150714:1000,0.0,0.0,0.0,15.47,4.83,0.0
20150714:1100,0.0,0.0,0.0,15.35,4.62,0.0
20150714:1200,0.0,0.0,0.0,15.17,4.62,0.0
20150714:1300,0.0,0.0,0.0,14.98,4.41,0.0
20150714:1400,7.73,20.21,10.22,15.16,4.76,0.0
20150714:1500,57.16,84.6,21.64,15.81,5.45,0.0
20150714:1600,308.23,374.07,33.39,16.47,5.72,0.0
20150714:1700,805.41,997.81,45.23,17.67,5.72,0.0
20150714:1800,813.86,1011.6,56.78,18.89,6.28,0.0
20150714:1900,808.4,1007.12,67.16,18.46,5.59,0.0
20150714:2000,803.05,1001.28,73.58,19.11,5.66,0.0
20150714:2100,803.87,1004.17,71.26,19.64,5.86,0.0
20150714:2200,809.61,1011.4,62.32,19.85,6.21,0.0
20150714:2300,810.48,1010.14,51.2,19.69,6.41,0.0
20150715:0000,789.98,980.49,39.39,19.36,6.34,0.0
20150715:0100,726.36,893.35,27.55,18.73,6.0,0.0
20150715:0200,584.22,707.09,15.93,18.03,5.59,0.0
20150715:0300,247.32,300.22,4.76,17.16,4.83,0.0
20150715:0400,0.0,0.0,0.0,16.4,4.0,0.0
20150715:0500,0.0,0.0,0.0,16.15,3.45,0.0
20150715:0600,0.0,0.0,0.0,16.05,3.17,0.0
20150715:0700,0.0,0.0,0.0,15.53,3.59,0.0
20150715:0800,0.0,0.0,0.0,15.37,3.45,0.0
20150715:0900,0.0,0.0,0.0,15.25,3.31,0.0
20150715:1000,0.0,0.0,0.0,15.08,2.97,0.0
20150715:1100,0.0,0.0,0.0,15.08,2.62,0.0
20150715:1200,0.0,0.0,0.0,15.05,2.28,0.0
20150715:1300,0.0,0.0,0.0,15.02,1.86,0.0
20150715:1400,440.82,534.67,10.11,15.22,1.79,0.0
20150715:1500,649.06,810.39,21.53,15.67,1.93,0.0
20150715:1600,736.51,938.89,33.29,16.53,2.0,0.0
20150715:1700,772.03,995.0,45.13,17.75,2.21,0.0
20150715:1800,777.47,1008.86,56.67,19.15,2.34,0.0
20150715:1900,775.82,1003.24,67.03,20.73,3.03,0.0
20150715:2000,776.2,996.31,73.43,21.38,3.72,0.0
20150715:2100,781.24,998.01,71.13,21.61,4.34,0.0
20150715:2200,789.95,1005.98,62.24,21.31,4.69,0.0
20150715:2300,792.12,1005.4,51.13,20.76,4.76,0.0
20150716:0000,771.27,974.98,39.32,20.13,4.48,0.0
20150716:0100,709.48,888.36,27.49,19.37,4.07,0.0
20150716:0200,572.05,702.47,15.86,18.42,3.66,0.0
20150716:0300,236.55,289.39,4.67,17.43,3.31,0.0
20150716:0400,0.0,0.0,0.0,16.48,3.31,0.0
20150716:0500,0.0,0.0,0.0,15.78,3.31,0.0
20150716:0600,0.0,0.0,0.0,15.31,2.9,0.0
20150716:0700,0.0,0.0,0.0,15.49,3.38,0.0
20150716:0800,0.0,0.0,0.0,15.26,3.38,0.0
20150716:0900,0.0,0.0,0.0,15.13,3.38,0.0
20150716:1000,0.0,0.0,0.0,14.97,3.38,0.0
20150716:1100,0.0,0.0,0.0,14.82,3.31,0.0
20150716:1200,0.0,0.0,0.0,14.69,3.38,0.0
20150716:1300,0.0,0.0,0.0,14.65,3.38,0.0
20150716:1400,434.8,519.43,10.0,14.86,3.45,0.0
20150716:1500,52.67,79.2,21.43,15.66,3.66,0.0
20150716:1600,203.31,255.58,33.19,17.08,3.66,0.0
20150716:1700,775.38,980.43,45.02,18.59,3.79,0.0
20150716:1800,781.63,994.04,56.55,19.87,4.0,0.0
20150716:1900,774.64,988.71,66.89,20.19,3.72,0.0
20150716:2000,771.07,982.31,73.27,21.26,4.21,1.0
20150716:2100,773.32,983.7,71.0,21.9,4.76,0.0
20150716:2200,781.78,992.69,62.15,21.91,5.17,0.0
20150716:2300,785.24,992.74,51.06,21.12,5.24,0.0
20150717:0000,266.9,333.92,39.25,20.11,4.83,0.0
20150717:0100,704.35,879.37,27.42,19.25,4.21,0.0
20150717:0200,566.26,695.94,15.78,18.38,3.45,0.0
20150717:0300,228.74,280.9,4.59,17.44,2.76,0.0
20150717:0400,0.0,0.0,0.0,16.54,2.41,0.0
20150717:0500,0.0,0.0,0.0,16.06,2.14,0.0
20150717:0600,0.0,0.0,0.0,15.71,1.93,0.0
20150717:0700,0.0,0.0,0.0,14.11,2.97,0.0
20150717:0800,0.0,0.0,0.0,14.13,3.03,0.0
20150717:0900,0.0,0.0,0.0,14.11,2.83,0.0
20150717:1000,0.0,0.0,0.0,14.09,2.76,0.0
20150717:1100,0.0,0.0,0.0,14.03,2.69,0.0
20150717:1200,0.0,0.0,0.0,14.0,2.55,0.0
20150717:1300,0.0,0.0,0.0,13.95,2.21,0.0
20150717:1400,10.82,24.83,9.88,14.24,2.14,0.0
20150717:1500,53.85,80.61,21.32,15.3,2.41,0.0
20150717:1600,157.54,202.9,33.08,16.56,2.55,0.0
20150717:1700,780.61,999.89,44.91,18.06,2.76,0.0
20150717:1800,787.56,1013.12,56.43,19.51,3.1,0.0
20150717:1900,656.94,835.19,66.75,18.89,2.9,0.0
20150717:2000,781.72,1001.4,73.1,20.0,3.38,0.0
20150717:2100,785.71,1004.12,70.87,20.65,3.93,0.0
20150717:2200,794.14,1011.98,62.06,20.88,4.48,0.0
20150717:2300,799.06,1010.71,50.99,20.45,5.03,0.0
20150718:0000,781.76,981.27,39.18,19.69,5.1,0.0
20150718:0100,719.3,893.28,27.34,18.71,4.69,0.0
20150718:0200,578.89,706.42,15.7,17.71,4.07,0.0
20150718:0300,3.5,13.26,4.49,16.82,3.38,0.0
20150718:0400,0.0,0.0,0.0,16.04,2.9,0.0
20150718:0500,0.0,0.0,0.0,15.64,2.55,0.0
20150718:0600,0.0,0.0,0.0,15.43,2.48,0.0
20150718:0700,0.0,0.0,0.0,13.84,2.76,0.0
20150718:0800,0.0,0.0,0.0,13.82,2.62,0.0
20150718:0900,0.0,0.0,0.0,13.87,2.28,0.0
20150718:1000,0.0,0.0,0.0,13.85,2.14,0.0
20150718:1100,0.0,0.0,0.0,13.89,2.48,0.0
20150718:1200,0.0,0.0,0.0,13.83,2.07,0.0
20150718:1300,0.0,0.0,0.0,13.66,1.79,0.0
20150718:1400,427.53,513.27,9.76,14.33,2.34,0.0
20150718:1500,68.14,97.76,21.21,15.83,3.1,0.0
20150718:1600,194.38,245.46,32.97,17.11,3.38,0.0
20150718:1700,655.29,819.07,44.8,18.46,3.59,0.0
20150718:1800,789.46,1005.59,56.31,19.75,3.93,0.0
20150718:1900,782.06,1001.11,66.61,19.46,3.31,0.0
20150718:2000,779.83,994.42,72.93,20.25,3.79,0.0
20150718:2100,782.03,996.98,70.72,20.78,4.14,0.0
20150718:2200,790.23,1005.52,61.96,20.88,4.55,0.0
20150718:2300,793.06,1004.81,50.91,20.54,4.83,0.0
20150719:0000,774.78,974.62,39.1,19.92,4.9,0.0
20150719:0100,714.97,888.71,27.26,19.11,4.76,0.0
20150719:0200,577.01,704.54,15.61,18.19,4.28,0.0
20150719:0300,3.21,12.75,4.4,17.21,3.45,0.0
20150719:0400,0.0,0.0,0.0,16.45,2.48,0.0
20150719:0500,0.0,0.0,0.0,16.06,1.72,0.0
20150719:0600,0.0,0.0,0.0,15.79,1.45,0.0
20150719:0700,0.0,0.0,0.0,16.0,0.48,0.0
20150719:0800,0.0,0.0,0.0,16.12,0.21,0.0
20150719:0900,0.0,0.0,0.0,16.11,0.21,0.0
20150719:1000,0.0,0.0,0.0,16.06,0.55,0.0
20150719:1100,0.0,0.0,0.0,15.22,1.79,0.0
20150719:1200,0.0,0.0,0.0,15.42,2.0,0.0
20150719:1300,0.0,0.0,0.0,15.69,1.79,0.0
20150719:1400,243.16,297.63,9.64,16.03,1.86,0.0
20150719:1500,50.07,76.71,21.09,17.48,1.93,0.0
20150719:1600,186.33,239.23,32.86,19.15,2.07,0.0
20150719:1700,728.14,946.86,44.69,20.96,2.21,0.0
20150719:1800,486.33,629.75,56.19,22.55,1.38,0.0
20150719:1900,719.12,961.05,66.46,22.59,1.24,0.0
20150719:2000,709.94,957.35,72.75,22.92,0.83,0.0
20150719:2100,729.38,960.23,70.58,23.41,2.28,0.0
20150719:2200,679.79,874.58,61.85,22.55,3.66,0.0
20150719:2300,576.65,731.18,50.82,21.94,3.52,0.0
20150720:0000,517.78,650.41,39.01,21.94,3.52,0.0
20150720:0100,477.1,593.37,27.18,21.98,3.86,0.0
20150720:0200,10.37,24.81,15.52,21.78,3.72,0.0
20150720:0300,0.0,1.47,4.29,21.34,3.17,0.0
20150720:0400,0.0,0.0,0.0,20.61,2.83,0.0
20150720:0500,0.0,0.0,0.0,20.06,2.48,0.0
20150720:0600,0.0,0.0,0.0,19.6,2.28,0.0
20150720:0700,0.0,0.0,0.0,19.45,2.14,0.0
20150720:0800,0.0,0.0,0.0,19.21,2.07,0.0
20150720:0900,0.0,0.0,0.0,18.95,1.79,0.0
20150720:1000,0.0,0.0,0.0,18.5,1.59,0.0
20150720:1100,0.0,0.0,0.0,18.5,0.83,0.0
20150720:1200,0.0,0.0,0.0,18.94,0.14,0.0
20150720:1300,0.0,0.0,0.0,18.23,0.83,0.0
20150720:1400,378.37,465.55,9.52,18.24,1.38,0.0
20150720:1500,596.21,751.85,20.98,19.79,2.14,0.0
20150720:1600,695.66,887.16,32.75,20.75,2.97,0.0
20150720:1700,565.31,709.44,44.58,21.18,3.86,0.0
20150720:1800,520.12,654.57,56.07,21.74,4.21,0.0
20150720:1900,598.74,757.77,66.31,22.28,4.83,0.0
20150720:2000,753.72,955.38,72.57,22.78,5.24,0.0
20150720:2100,755.41,958.21,70.42,23.09,5.45,0.0
20150720:2200,758.98,965.71,61.74,23.38,5.45,0.0
20150720:2300,756.73,964.04,50.73,23.54,5.38,1.0
20150721:0000,735.46,934.13,38.92,23.27,5.17,0.0
20150721:0100,676.19,847.9,27.08,22.33,5.1,0.0
20150721:0200,537.56,658.66,15.42,20.74,5.1,0.0
20150721:0300,2.64,11.72,4.19,18.93,5.1,0.0
20150721:0400,0.0,0.0,0.0,17.59,4.9,0.0
20150721:0500,0.0,0.0,0.0,17.0,4.21,0.0
20150721:0600,0.0,0.0,0.0,16.66,3.52,0.0
20150721:0700,0.0,0.0,0.0,16.02,3.79,0.0
20150721:0800,0.0,0.0,0.0,15.84,3.24,0.0
20150721:0900,0.0,0.0,0.0,15.75,3.38,0.0
20150721:1000,0.0,0.0,0.0,15.61,3.24,0.0
20150721:1100,0.0,0.0,0.0,15.55,3.31,0.0
