Latitude (decimal degrees):	40.525
Longitude (decimal degrees):	-3.772
Elevation (m):	652
Radiation database:	PVGIS-SARAH2


Slope: 35 deg. (optimum)
Azimuth: -4 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200726:1810,35.41,79.13,14.58,36.49,2.83,0.0
20200726:1910,5.33,17.55,3.74,35.3,2.0,0.0
20200726:2010,0.0,0.0,0.0,33.22,1.79,0.0
20200726:2110,0.0,0.0,0.0,31.01,1.38,0.0
20200726:2210,0.0,0.0,0.0,30.55,1.03,0.0
20200726:2310,0.0,0.0,0.0,28.6,1.24,0.0
20200727:0010,0.0,0.0,0.0,26.37,1.45,0.0
20200727:0110,0.0,0.0,0.0,24.92,1.45,0.0
20200727:0210,0.0,0.0,0.0,23.96,1.52,0.0
20200727:0310,0.0,0.0,0.0,23.16,1.66,0.0
20200727:0410,0.0,0.0,0.0,22.07,1.93,0.0
20200727:0510,0.0,0.0,0.0,21.43,2.14,0.0
20200727:0610,28.56,56.85,10.32,21.5,1.86,0.0
20200727:0710,164.7,242.29,21.46,25.06,1.72,0.0
20200727:0810,352.75,467.79,32.83,27.39,1.66,0.0
20200727:0910,502.23,672.87,44.12,29.56,1.31,0.0
20200727:1010,615.04,850.45,54.82,31.87,1.24,0.0
20200727:1110,678.65,955.66,63.83,34.19,1.72,0.0
20200727:1210,711.87,1003.49,68.59,36.06,2.62,0.0
20200727:1310,694.6,971.78,66.3,37.09,3.24,0.0
20200727:1410,631.73,870.69,58.49,37.84,3.93,0.0
20200727:1510,520.72,708.89,48.24,37.89,4.07,0.0
20200727:1610,363.77,499.29,37.09,37.87,4.0,0.0
20200727:1710,91.53,138.51,25.7,37.47,3.66,0.0
20200727:1810,43.33,85.95,14.44,36.74,3.03,0.0
20200727:1910,4.37,15.79,3.59,35.59,1.93,0.0
20200727:2010,0.0,0.0,0.0,33.69,2.0,0.0
20200727:2110,0.0,0.0,0.0,31.98,2.0,0.0
20200727:2210,0.0,0.0,0.0,30.15,1.79,0.0
20200727:2310,0.0,0.0,0.0,28.6,1.52,0.0
20200728:0010,0.0,0.0,0.0,27.7,1.38,0.0
20200728:0110,0.0,0.0,0.0,26.53,1.45,0.0
20200728:0210,0.0,0.0,0.0,25.91,1.31,0.0
20200728:0310,0.0,0.0,0.0,25.73,1.03,0.0
20200728:0410,0.0,0.0,0.0,25.43,0.83,0.0
20200728:0510,0.0,0.0,0.0,24.31,0.83,0.0
20200728:0610,25.97,54.32,10.17,23.77,0.83,0.0
20200728:0710,163.49,242.76,21.32,25.08,0.21,0.0
20200728:0810,352.88,472.83,32.7,28.42,1.1,0.0
20200728:0910,504.15,673.79,43.98,30.31,1.79,0.0
20200728:1010,608.39,826.29,54.67,31.91,2.28,0.0
20200728:1110,586.56,799.44,63.63,33.2,2.69,0.0
20200728:1210,707.15,981.3,68.36,34.15,2.9,0.0
20200728:1310,625.19,859.43,66.09,34.55,2.97,0.0
20200728:1410,513.65,697.93,58.32,34.79,2.97,0.0
20200728:1510,411.04,555.66,48.09,34.7,2.69,0.0
20200728:1610,277.44,378.99,36.95,34.6,2.41,0.0
20200728:1710,176.43,258.45,25.56,34.12,2.28,0.0
20200728:1810,44.93,86.45,14.3,33.27,2.14,0.0
20200728:1910,3.54,14.04,3.44,32.36,0.9,0.0
20200728:2010,0.0,0.0,0.0,30.99,1.03,0.0
20200728:2110,0.0,0.0,0.0,29.96,0.83,0.0
20200728:2210,0.0,0.0,0.0,29.83,0.34,0.0
20200728:2310,0.0,0.0,0.0,26.98,1.24,0.0
20200729:0010,0.0,0.0,0.0,24.97,1.86,0.0
20200729:0110,0.0,0.0,0.0,24.94,2.55,0.0
20200729:0210,0.0,0.0,0.0,24.71,2.76,0.0
20200729:0310,0.0,0.0,0.0,24.29,2.55,0.0
20200729:0410,0.0,0.0,0.0,23.79,2.28,0.0
20200729:0510,0.0,0.0,0.0,23.22,2.07,0.0
20200729:0610,27.24,55.07,10.03,23.1,1.86,0.0
20200729:0710,164.22,242.01,21.18,24.92,1.86,0.0
20200729:0810,355.02,468.1,32.56,27.03,2.14,0.0
20200729:0910,513.66,678.9,43.84,28.91,2.14,0.0
20200729:1010,624.91,848.48,54.51,30.82,2.0,0.0
20200729:1110,690.21,960.37,63.44,32.75,2.0,0.0
20200729:1210,709.34,1002.72,68.13,34.38,1.93,0.0
20200729:1310,677.13,953.58,65.87,35.53,2.14,0.0
20200729:1410,624.51,868.8,58.14,36.03,2.34,0.0
20200729:1510,515.1,706.92,47.94,36.33,2.34,0.0
20200729:1610,364.79,502.37,36.81,36.31,2.28,0.0
20200729:1710,181.84,277.05,25.42,36.13,1.66,0.0
20200729:1810,38.67,80.66,14.15,35.47,0.83,0.0
20200729:1910,3.5,14.04,3.28,34.23,1.52,0.0
20200729:2010,0.0,0.0,0.0,32.46,1.93,0.0
20200729:2110,0.0,0.0,0.0,30.7,2.48,0.0
20200729:2210,0.0,0.0,0.0,29.47,2.14,0.0
20200729:2310,0.0,0.0,0.0,28.04,1.66,0.0
20200730:0010,0.0,0.0,0.0,26.46,2.0,0.0
20200730:0110,0.0,0.0,0.0,25.44,2.21,0.0
20200730:0210,0.0,0.0,0.0,24.94,2.48,0.0
20200730:0310,0.0,0.0,0.0,24.46,2.55,0.0
20200730:0410,0.0,0.0,0.0,23.86,2.41,0.0
20200730:0510,0.0,0.0,0.0,23.27,2.28,0.0
20200730:0610,33.39,58.31,9.88,23.16,2.07,0.0
20200730:0710,160.87,235.31,21.05,25.12,2.28,0.0
20200730:0810,348.14,458.94,32.43,27.05,2.14,0.0
20200730:0910,447.27,590.57,43.7,29.15,2.07,0.0
20200730:1010,620.69,842.05,54.34,31.35,2.21,0.0
20200730:1110,645.24,890.0,63.24,33.52,2.41,0.0
20200730:1210,88.31,132.83,67.9,35.18,2.97,0.0
20200730:1310,699.49,967.99,65.65,36.21,3.72,0.0
20200730:1410,616.43,841.81,57.95,36.97,4.28,0.0
20200730:1510,281.3,384.51,47.78,37.45,4.55,0.0
20200730:1610,64.69,102.18,36.66,35.9,4.55,0.0
20200730:1710,122.73,176.98,25.27,33.07,3.52,0.0
20200730:1810,34.6,75.74,14.0,33.06,2.07,0.0
20200730:1910,3.52,14.04,3.12,33.26,1.31,0.0
20200730:2010,0.0,0.0,0.0,30.66,1.24,0.0
20200730:2110,0.0,0.0,0.0,28.68,0.97,0.0
20200730:2210,0.0,0.0,0.0,27.18,1.1,0.0
20200730:2310,0.0,0.0,0.0,26.14,1.17,0.0
20200731:0010,0.0,0.0,0.0,26.79,0.83,0.0
20200731:0110,0.0,0.0,0.0,26.3,0.55,0.0
20200731:0210,0.0,0.0,0.0,25.49,0.76,0.0
20200731:0310,0.0,0.0,0.0,23.61,1.1,0.0
20200731:0410,0.0,0.0,0.0,21.49,1.52,0.0
20200731:0510,0.0,0.0,0.0,20.41,1.66,0.0
20200731:0610,22.81,50.11,9.73,20.51,1.38,0.0
20200731:0710,168.69,249.43,20.91,23.91,0.55,0.0
20200731:0810,360.37,484.81,32.29,27.58,0.41,0.0
20200731:0910,521.3,702.9,43.55,30.11,1.24,0.0
20200731:1010,643.23,879.08,54.18,32.17,2.28,0.0
20200731:1110,717.05,993.72,63.04,33.66,2.83,0.0
20200731:1210,737.49,1030.51,67.66,34.85,3.03,0.0
20200731:1310,723.0,1010.12,65.43,35.81,3.17,0.0
20200731:1410,653.61,904.29,57.76,36.5,3.24,0.0
20200731:1510,538.12,734.9,47.61,36.79,3.24,0.0
20200731:1610,380.19,521.26,36.5,36.88,3.38,0.0
20200731:1710,187.42,285.13,25.12,36.55,3.45,0.0
20200731:1810,31.79,73.85,13.84,35.78,3.31,0.0
20200731:1910,2.62,12.28,2.95,34.4,2.76,0.0
20200731:2010,0.0,0.0,0.0,32.24,2.62,0.0
20200731:2110,0.0,0.0,0.0,30.58,2.28,0.0
20200731:2210,0.0,0.0,0.0,28.88,2.0,0.0
20200731:2310,0.0,0.0,0.0,26.69,1.79,0.0
20200801:0010,0.0,0.0,0.0,24.79,1.66,0.0
20200801:0110,0.0,0.0,0.0,23.31,1.66,0.0
20200801:0210,0.0,0.0,0.0,22.14,1.59,0.0
20200801:0310,0.0,0.0,0.0,21.06,1.59,0.0
20200801:0410,0.0,0.0,0.0,20.22,1.52,0.0
20200801:0510,0.0,0.0,0.0,19.52,1.45,0.0
20200801:0610,30.26,52.91,9.59,19.78,1.17,0.0
20200801:0710,171.08,252.49,20.77,23.4,0.69,0.0
20200801:0810,362.79,485.91,32.15,27.83,0.9,0.0
20200801:0910,528.19,708.35,43.41,30.27,1.72,0.0
20200801:1010,642.81,879.4,54.01,32.13,2.21,0.0
20200801:1110,709.53,988.47,62.83,33.71,2.48,0.0
20200801:1210,737.52,1037.51,67.41,34.98,2.69,0.0
20200801:1310,720.69,1010.56,65.19,35.9,2.97,0.0
20200801:1410,652.11,904.71,57.57,36.49,3.03,0.0
20200801:1510,539.81,739.94,47.44,36.76,2.9,0.0
20200801:1610,380.63,523.59,36.34,36.68,2.76,0.0
20200801:1710,187.79,286.42,24.96,36.24,2.55,0.0
20200801:1810,29.94,71.63,13.67,35.34,2.0,0.0
20200801:1910,2.63,12.28,2.77,33.96,1.52,0.0
20200801:2010,0.0,0.0,0.0,31.73,1.24,0.0
20200801:2110,0.0,0.0,0.0,29.24,1.24,0.0
20200801:2210,0.0,0.0,0.0,27.48,1.31,0.0
20200801:2310,0.0,0.0,0.0,25.82,1.24,0.0
20200802:0010,0.0,0.0,0.0,23.75,1.93,0.0
20200802:0110,0.0,0.0,0.0,23.2,2.55,0.0
20200802:0210,0.0,0.0,0.0,22.52,2.34,0.0
20200802:0310,0.0,0.0,0.0,21.84,2.07,0.0
20200802:0410,0.0,0.0,0.0,21.12,1.93,0.0
20200802:0510,0.0,0.0,0.0,20.39,1.86,0.0
20200802:0610,21.1,47.7,9.44,20.14,1.66,0.0
20200802:0710,168.9,247.03,20.62,22.66,1.93,0.0
20200802:0810,369.06,482.84,32.01,24.88,1.79,0.0
20200802:0910,525.27,697.18,43.26,26.95,1.17,0.0
20200802:1010,628.67,872.32,53.84,28.89,0.48,0.0
20200802:1110,684.3,985.89,62.62,30.53,0.14,0.0
20200802:1210,705.93,1016.99,67.16,31.95,0.62,0.0
20200802:1310,691.4,984.99,64.95,33.13,1.1,0.0
20200802:1410,455.63,624.85,57.37,33.9,1.38,0.0
20200802:1510,512.04,704.77,47.26,34.37,1.38,0.0
20200802:1610,275.18,377.4,36.18,34.52,1.72,0.0
20200802:1710,141.73,204.72,24.8,33.99,2.07,0.0
20200802:1810,37.2,77.36,13.5,32.93,2.48,0.0
20200802:1910,1.84,10.53,2.59,31.34,3.1,0.0
20200802:2010,0.0,0.0,0.0,28.38,4.48,0.0
20200802:2110,0.0,0.0,0.0,25.86,4.28,0.0
20200802:2210,0.0,0.0,0.0,24.46,3.17,0.0
20200802:2310,0.0,0.0,0.0,23.56,3.1,0.0
20200803:0010,0.0,0.0,0.0,22.82,2.83,0.0
20200803:0110,0.0,0.0,0.0,22.26,2.55,0.0
20200803:0210,0.0,0.0,0.0,21.74,2.21,0.0
20200803:0310,0.0,0.0,0.0,21.26,1.86,0.0
20200803:0410,0.0,0.0,0.0,20.76,1.66,0.0
20200803:0510,0.0,0.0,0.0,19.97,1.52,0.0
20200803:0610,22.92,49.17,9.28,19.49,1.45,0.0
20200803:0710,163.78,234.52,20.48,20.93,2.0,0.0
20200803:0810,368.82,475.51,31.87,22.53,2.14,0.0
20200803:0910,430.54,554.4,43.11,24.34,2.14,0.0
20200803:1010,650.92,865.02,53.67,26.19,2.0,0.0
20200803:1110,705.42,960.18,62.4,27.85,1.86,0.0
20200803:1210,708.79,979.29,66.91,29.28,1.66,0.0
20200803:1310,676.9,936.64,64.71,30.44,1.59,0.0
20200803:1410,643.43,883.56,57.16,31.29,1.72,0.0
20200803:1510,533.01,718.23,47.08,31.74,2.0,0.0
20200803:1610,379.36,510.07,36.01,31.75,2.41,0.0
20200803:1710,181.13,263.86,24.63,31.26,2.97,0.0
20200803:1810,48.52,86.39,13.33,30.21,3.45,0.0
20200803:1910,1.88,10.53,2.41,28.72,3.45,0.0
20200803:2010,0.0,0.0,0.0,27.18,3.45,0.0
20200803:2110,0.0,0.0,0.0,26.02,3.03,0.0
20200803:2210,0.0,0.0,0.0,25.0,2.48,0.0
20200803:2310,0.0,0.0,0.0,24.01,2.48,0.0
20200804:0010,0.0,0.0,0.0,23.04,2.9,0.0
20200804:0110,0.0,0.0,0.0,21.98,3.03,0.0
20200804:0210,0.0,0.0,0.0,20.96,2.97,0.0
20200804:0310,0.0,0.0,0.0,20.11,2.83,0.0
20200804:0410,0.0,0.0,0.0,19.4,2.69,0.0
20200804:0510,0.0,0.0,0.0,18.77,2.55,0.0
20200804:0610,18.86,44.65,9.13,18.55,2.34,0.0
20200804:0710,171.05,246.29,20.34,19.54,2.41,0.0
20200804:0810,377.52,483.04,31.72,21.47,2.48,0.0
20200804:0910,540.45,695.76,42.95,23.72,2.28,0.0
20200804:1010,655.54,871.07,53.49,25.86,1.93,0.0
20200804:1110,711.95,979.04,62.19,27.69,1.38,0.0
20200804:1210,723.77,1021.44,66.65,29.28,0.9,0.0
20200804:1310,700.8,1000.28,64.46,30.56,0.55,0.0
20200804:1410,627.54,890.26,56.94,31.58,0.28,0.0
20200804:1510,521.83,726.05,46.89,32.18,0.21,0.0
20200804:1610,371.39,512.41,35.83,32.39,0.28,0.0
20200804:1710,183.56,278.1,24.45,32.28,0.28,0.0
20200804:1810,31.27,70.57,13.15,31.76,0.41,0.0
20200804:1910,0.0,0.0,0.0,30.76,0.76,0.0
20200804:2010,0.0,0.0,0.0,29.16,0.83,0.0
20200804:2110,0.0,0.0,0.0,28.63,0.07,0.0
20200804:2210,0.0,0.0,0.0,26.1,1.1,0.0
20200804:2310,0.0,0.0,0.0,23.44,1.79,0.0
20200805:0010,0.0,0.0,0.0,22.63,2.21,0.0
20200805:0110,0.0,0.0,0.0,22.35,2.55,0.0
20200805:0210,0.0,0.0,0.0,21.96,2.62,0.0
20200805:0310,0.0,0.0,0.0,21.4,2.48,0.0
20200805:0410,0.0,0.0,0.0,20.8,2.21,0.0
20200805:0510,0.0,0.0,0.0,20.2,2.07,0.0
20200805:0610,19.66,45.32,8.98,20.01,1.93,0.0
20200805:0710,166.56,243.72,20.19,21.94,1.38,0.0
20200805:0810,364.91,477.54,31.58,24.18,1.31,0.0
20200805:0910,521.35,691.93,42.8,26.24,0.9,0.0
20200805:1010,631.71,866.13,53.31,28.55,0.9,0.0
20200805:1110,696.51,975.13,61.96,30.73,1.24,0.0
20200805:1210,721.61,1017.56,66.38,32.48,1.66,0.0
20200805:1310,706.05,995.44,64.2,33.72,1.79,0.0
20200805:1410,634.78,885.44,56.72,34.56,1.79,0.0
20200805:1510,526.84,725.21,46.7,35.03,1.66,0.0
20200805:1610,372.99,513.56,35.65,35.14,1.66,0.0
20200805:1710,181.62,277.31,24.27,34.89,1.79,0.0
20200805:1810,26.63,65.62,12.97,34.29,2.0,0.0
20200805:1910,0.0,0.0,0.0,33.14,1.66,0.0
20200805:2010,0.0,0.0,0.0,31.47,1.52,0.0
20200805:2110,0.0,0.0,0.0,30.51,0.83,0.0
20200805:2210,0.0,0.0,0.0,30.25,0.9,0.0
20200805:2310,0.0,0.0,0.0,26.75,1.59,0.0
20200806:0010,0.0,0.0,0.0,25.14,1.79,0.0
20200806:0110,0.0,0.0,0.0,23.8,1.93,0.0
20200806:0210,0.0,0.0,0.0,22.7,2.14,0.0
20200806:0310,0.0,0.0,0.0,22.26,2.28,0.0
20200806:0410,0.0,0.0,0.0,21.8,2.28,0.0
20200806:0510,0.0,0.0,0.0,21.6,2.34,0.0
20200806:0610,28.52,51.91,8.82,21.86,2.34,0.0
20200806:0710,161.96,237.48,20.04,23.93,2.28,0.0
20200806:0810,310.33,404.53,31.43,25.56,2.69,0.0
20200806:0910,509.0,665.03,42.64,27.49,2.48,0.0
20200806:1010,634.67,853.29,53.13,29.59,2.28,0.0
20200806:1110,699.49,965.7,61.74,31.78,2.21,0.0
20200806:1210,723.83,1013.94,66.11,33.57,2.28,0.0
20200806:1310,701.07,980.63,63.94,35.03,2.55,0.0
20200806:1410,629.44,871.04,56.5,35.9,2.69,0.0
20200806:1510,519.47,710.88,46.5,36.39,2.62,0.0
20200806:1610,363.62,500.45,35.46,36.54,2.48,0.0
20200806:1710,175.67,267.22,24.09,36.24,2.34,0.0
20200806:1810,34.49,72.68,12.78,35.62,1.93,0.0
20200806:1910,0.0,0.0,0.0,34.43,0.76,0.0
20200806:2010,0.0,0.0,0.0,32.82,0.48,0.0
20200806:2110,0.0,0.0,0.0,31.3,0.97,0.0
20200806:2210,0.0,0.0,0.0,28.55,1.52,0.0
20200806:2310,0.0,0.0,0.0,26.75,1.72,0.0
20200807:0010,0.0,0.0,0.0,25.63,1.86,0.0
20200807:0110,0.0,0.0,0.0,24.68,1.93,0.0
20200807:0210,0.0,0.0,0.0,24.08,1.79,0.0
20200807:0310,0.0,0.0,0.0,23.3,2.14,0.0
20200807:0410,0.0,0.0,0.0,22.79,2.21,0.0
20200807:0510,0.0,0.0,0.0,22.47,2.21,0.0
20200807:0610,23.23,48.38,8.67,22.38,2.0,0.0
20200807:0710,155.48,226.73,19.9,24.83,2.0,0.0
20200807:0810,350.22,461.44,31.28,26.89,2.0,0.0
20200807:0910,508.63,676.54,42.49,28.94,1.59,0.0
20200807:1010,441.0,594.64,52.95,31.09,1.31,0.0
20200807:1110,675.21,954.52,61.51,33.13,1.24,0.0
20200807:1210,711.19,1007.64,65.84,34.95,2.0,0.0
20200807:1310,694.99,974.47,63.67,36.0,2.69,0.0
20200807:1410,630.31,870.43,56.27,36.83,3.24,0.0
20200807:1510,520.36,706.27,46.29,37.08,3.86,0.0
20200807:1610,364.55,497.22,35.27,36.38,3.72,0.0
20200807:1710,176.32,267.12,23.9,35.91,3.45,0.0
20200807:1810,33.93,71.53,12.58,34.88,2.41,0.0
20200807:1910,0.0,0.0,0.0,34.47,1.31,0.0
20200807:2010,0.0,0.0,0.0,33.07,0.55,0.0
20200807:2110,0.0,0.0,0.0,32.56,0.34,0.0
20200807:2210,0.0,0.0,0.0,31.64,0.28,0.0
20200807:2310,0.0,0.0,0.0,31.03,0.55,0.0
20200808:0010,0.0,0.0,0.0,28.1,1.45,0.0
20200808:0110,0.0,0.0,0.0,26.18,1.52,0.0
20200808:0210,0.0,0.0,0.0,25.25,1.52,0.0
20200808:0310,0.0,0.0,0.0,23.82,1.79,0.0
20200808:0410,0.0,0.0,0.0,22.91,1.93,0.0
20200808:0510,0.0,0.0,0.0,22.35,1.86,0.0
20200808:0610,23.77,48.4,8.51,22.15,1.66,0.0
20200808:0710,102.39,147.38,19.75,25.24,1.45,0.0
20200808:0810,361.86,482.07,31.14,27.81,1.31,0.0
20200808:0910,440.01,591.1,42.33,29.58,0.76,0.0
20200808:1010,336.89,454.57,52.76,31.34,1.03,0.0
20200808:1110,146.42,206.21,61.28,33.12,2.34,0.0
20200808:1210,302.11,407.79,65.56,34.14,3.66,0.0
20200808:1310,118.89,170.91,63.4,33.91,4.41,0.0
20200808:1410,110.34,159.77,56.03,33.1,3.1,0.0
20200808:1510,493.01,671.06,46.08,34.6,2.14,0.0
20200808:1610,323.02,441.63,35.07,35.58,2.69,0.0
20200808:1710,176.44,268.44,23.71,35.5,2.97,0.0
20200808:1810,44.55,80.16,12.38,34.47,2.55,0.0
20200808:1910,0.0,0.0,0.0,33.08,1.45,0.0
20200808:2010,0.0,0.0,0.0,31.84,0.62,0.0
20200808:2110,0.0,0.0,0.0,29.44,1.24,0.0
20200808:2210,0.0,0.0,0.0,27.65,1.66,0.0
20200808:2310,0.0,0.0,0.0,26.07,1.59,0.0
20200809:0010,0.0,0.0,0.0,24.98,1.86,0.0
20200809:0110,0.0,0.0,0.0,24.31,1.86,0.0
20200809:0210,0.0,0.0,0.0,23.69,1.93,0.0
20200809:0310,0.0,0.0,0.0,23.12,2.0,0.0
20200809:0410,0.0,0.0,0.0,22.49,1.93,0.0
20200809:0510,0.0,0.0,0.0,22.04,1.86,0.0
20200809:0610,22.79,47.63,8.35,21.87,1.66,0.0
20200809:0710,159.72,235.12,19.6,24.46,0.97,0.0
20200809:0810,348.87,467.84,30.99,28.0,0.69,0.0
20200809:0910,496.9,670.33,42.17,30.22,1.03,0.0
20200809:1010,631.37,871.09,52.57,32.22,1.59,0.0
20200809:1110,689.09,956.51,61.05,33.96,2.55,0.0
20200809:1210,732.49,1016.85,65.28,35.22,3.52,0.0
20200809:1310,681.51,937.58,63.13,36.06,4.07,0.0
20200809:1410,639.12,872.43,55.79,36.44,4.21,0.0
20200809:1510,514.45,694.87,45.87,36.63,4.21,0.0
20200809:1610,367.24,499.07,34.87,36.76,4.83,0.0
20200809:1710,168.08,249.32,23.51,35.58,4.21,0.0
20200809:1810,23.35,59.96,12.18,34.86,3.24,0.0
20200809:1910,0.0,0.0,0.0,33.42,2.55,0.0
20200809:2010,0.0,0.0,0.0,31.62,1.66,0.0
20200809:2110,0.0,0.0,0.0,30.09,1.79,0.0
20200809:2210,0.0,0.0,0.0,28.32,1.72,0.0
20200809:2310,0.0,0.0,0.0,27.69,1.24,0.0
20200810:0010,0.0,0.0,0.0,28.18,0.83,0.0
20200810:0110,0.0,0.0,0.0,27.66,0.69,0.0
20200810:0210,0.0,0.0,0.0,27.35,0.41,0.0
20200810:0310,0.0,0.0,0.0,26.79,0.41,0.0
20200810:0410,0.0,0.0,0.0,26.13,0.62,0.0
20200810:0510,0.0,0.0,0.0,23.85,1.17,0.0
20200810:0610,8.1,21.36,8.2,22.51,1.31,0.0
20200810:0710,75.73,111.96,19.45,24.01,0.83,0.0
20200810:0810,55.91,87.31,30.83,26.39,1.03,0.0
20200810:0910,248.36,330.97,42.0,28.47,1.52,0.0
20200810:1010,113.94,162.55,52.38,30.17,2.14,0.0
20200810:1110,58.05,91.96,60.81,31.76,2.34,0.0
20200810:1210,335.62,450.21,65.0,33.37,3.59,0.0
20200810:1310,297.1,398.46,62.84,33.17,4.07,0.0
20200810:1410,242.64,329.1,55.54,33.55,3.66,0.0
20200810:1510,73.17,112.39,45.64,33.97,4.07,0.0
20200810:1610,335.84,445.84,34.66,31.61,4.48,0.0
20200810:1710,172.37,254.56,23.3,31.11,2.34,0.0
20200810:1810,40.65,74.66,11.97,30.7,2.69,0.0
20200810:1910,0.0,0.0,0.0,30.17,2.28,0.0
20200810:2010,0.0,0.0,0.0,28.25,3.17,0.0
20200810:2110,0.0,0.0,0.0,26.94,1.03,0.0
20200810:2210,0.0,0.0,0.0,25.86,1.17,0.0
20200810:2310,0.0,0.0,0.0,24.28,1.31,0.0
20200811:0010,0.0,0.0,0.0,23.27,1.31,0.0
20200811:0110,0.0,0.0,0.0,22.75,1.24,0.0
20200811:0210,0.0,0.0,0.0,22.33,1.45,0.0
20200811:0310,0.0,0.0,0.0,22.13,1.72,0.0
20200811:0410,0.0,0.0,0.0,21.59,1.66,0.0
20200811:0510,0.0,0.0,0.0,21.25,1.24,0.0
20200811:0610,23.75,46.75,8.04,20.68,1.1,0.0
20200811:0710,13.52,29.72,19.3,23.13,2.14,0.0
20200811:0810,23.15,43.66,30.68,24.72,1.79,0.0
20200811:0910,75.79,111.47,41.84,24.38,1.66,0.0
20200811:1010,39.55,65.02,52.19,22.45,1.31,0.0
20200811:1110,59.21,90.1,60.57,22.53,0.83,0.0
20200811:1210,47.98,76.17,64.71,23.66,1.72,0.0
20200811:1310,46.42,74.31,62.56,24.28,2.48,0.0
20200811:1410,107.23,150.48,55.29,25.06,2.69,0.0
20200811:1510,33.31,57.59,45.42,25.85,3.24,0.0
20200811:1610,23.03,43.66,34.45,25.93,3.45,0.0
20200811:1710,16.49,34.37,23.09,25.67,2.9,0.0
20200811:1810,20.46,39.94,11.75,25.05,3.03,0.0
20200811:1910,0.0,0.0,0.0,21.93,0.9,0.0
20200811:2010,0.0,0.0,0.0,21.17,0.83,0.0
20200811:2110,0.0,0.0,0.0,19.27,0.69,0.0
20200811:2210,0.0,0.0,0.0,17.67,1.72,0.0
20200811:2310,0.0,0.0,0.0,16.54,1.1,0.0
20200812:0010,0.0,0.0,0.0,16.41,0.97,0.0
20200812:0110,0.0,0.0,0.0,16.39,1.38,0.0
20200812:0210,0.0,0.0,0.0,16.6,1.1,0.0
20200812:0310,0.0,0.0,0.0,16.7,0.9,0.0
20200812:0410,0.0,0.0,0.0,16.86,0.83,0.0
20200812:0510,0.0,0.0,0.0,16.93,0.76,0.0
20200812:0610,15.15,38.88,7.88,17.12,0.83,0.0
20200812:0710,168.8,242.73,19.14,17.09,0.62,0.0
20200812:0810,378.85,481.11,30.53,17.81,1.1,0.0
20200812:0910,552.19,705.17,41.67,19.09,1.1,0.0
20200812:1010,672.8,879.57,51.99,21.01,1.45,0.0
20200812:1110,739.2,978.24,60.32,22.95,2.14,0.0
20200812:1210,732.76,971.81,64.42,24.39,2.55,0.0
20200812:1310,705.88,933.33,62.26,25.47,2.83,0.0
20200812:1410,659.72,864.2,55.03,26.29,3.17,0.0
20200812:1510,545.94,706.12,45.19,26.71,3.38,0.0
20200812:1610,373.48,486.2,34.23,26.78,3.52,0.0
20200812:1710,181.48,264.02,22.88,26.25,3.59,0.0
20200812:1810,27.98,60.99,11.54,25.59,3.38,0.0
20200812:1910,0.0,0.0,0.0,24.48,2.55,0.0
20200812:2010,0.0,0.0,0.0,23.3,2.0,0.0
20200812:2110,0.0,0.0,0.0,22.32,1.72,0.0
20200812:2210,0.0,0.0,0.0,21.13,1.52,0.0
20200812:2310,0.0,0.0,0.0,20.08,1.31,0.0
20200813:0010,0.0,0.0,0.0,19.41,1.17,0.0
20200813:0110,0.0,0.0,0.0,18.9,1.17,0.0
20200813:0210,0.0,0.0,0.0,18.46,1.1,0.0
20200813:0310,0.0,0.0,0.0,18.07,1.03,0.0
20200813:0410,0.0,0.0,0.0,17.78,0.97,0.0
20200813:0510,0.0,0.0,0.0,17.4,0.97,0.0
20200813:0610,18.17,41.65,7.72,16.87,0.97,0.0
20200813:0710,167.64,242.36,18.99,18.71,0.62,0.0
20200813:0810,369.48,480.68,30.37,21.39,0.48,0.0
20200813:0910,535.7,703.57,41.5,23.1,0.62,0.0
20200813:1010,656.86,876.67,51.8,24.6,1.31,0.0
20200813:1110,733.37,992.02,60.07,25.77,1.79,0.0
20200813:1210,756.14,1028.43,64.12,26.72,2.07,0.0
20200813:1310,737.37,999.33,61.97,27.58,2.28,0.0
20200813:1410,665.12,890.54,54.76,28.16,2.34,0.0
20200813:1510,551.39,727.05,44.95,28.46,2.41,0.0
20200813:1610,383.11,506.99,34.0,28.54,2.41,0.0
20200813:1710,178.78,264.08,22.66,28.23,2.41,0.0
20200813:1810,21.58,54.36,11.31,27.57,2.07,0.0
20200813:1910,0.0,0.0,0.0,26.72,1.52,0.0
20200813:2010,0.0,0.0,0.0,25.01,1.52,0.0
20200813:2110,0.0,0.0,0.0,23.22,1.31,0.0
20200813:2210,0.0,0.0,0.0,22.39,1.24,0.0
20200813:2310,0.0,0.0,0.0,23.1,0.9,0.0
20200814:0010,0.0,0.0,0.0,23.14,0.69,0.0
20200814:0110,0.0,0.0,0.0,22.38,0.62,0.0
20200814:0210,0.0,0.0,0.0,21.47,0.76,0.0
20200814:0310,0.0,0.0,0.0,19.49,1.03,0.0
20200814:0410,0.0,0.0,0.0,17.5,1.45,0.0
20200814:0510,0.0,0.0,0.0,16.26,1.66,0.0
20200814:0610,19.32,42.36,7.55,15.89,1.59,0.0
20200814:0710,166.6,240.31,18.84,19.28,1.03,0.0
